ID,Language_ID,Parameter_ID,Form,InterRater_Segments,Segments,reliability_binary
Paraguayan_Guarani-fortysix-1,Paraguayan_Guarani,fortysix,iɾuⁿdɨpa poteĩ,i ɾ u ⁿd ɨ + p a + p o + t e ĩ,i ɾ u ⁿd ɨ + p a + p o + t e ĩ,1
Paraguayan_Guarani-fourteen-1,Paraguayan_Guarani,fourteen,paɾuⁿdɨ,p a + ɾ u ⁿd ɨ,p a + ɾ u ⁿd ɨ,1
Paraguayan_Guarani-ninetythree-1,Paraguayan_Guarani,ninetythree,poɾuⁿdɨpa ᵐbohapɨ,p o + ɾ u ⁿd ɨ + p a + ᵐb o h a p ɨ,p o + ɾ u ⁿd ɨ + p a + ᵐb o h a p ɨ,1
Paraguayan_Guarani-seventeen-1,Paraguayan_Guarani,seventeen,papokõi,p a + p o + k õ i,p a + p o + k õ i,1
Pashto-eightythree-1,Pashto,eightythree,dre-atyā,d r e + a t j aː,d r e + a t j aː,1
Pashto-seventy-1,Pashto,seventy,awyā,a w j aː,a w j aː,1
Pashto-sixtytwo-1,Pashto,sixtytwo,dwa-špetə,d w a + ʃ p e t ə,d w a + ʃ p e t ə,1
Pashto-seventythree-1,Pashto,seventythree,dre-awyā,d r e + a w j aː,d r e + a w j aː,1
Pashto-twentynine-1,Pashto,twentynine,nəhə-wiš,n ə h ə + w i ʃ,n ə h ə + w i ʃ,1
Pashto-twelve-1,Pashto,twelve,dwə́-las,d w ə + l a s,d w ə + l a s,1
Pashto-sixtyfive-1,Pashto,sixtyfive,pinzə́-špetə,p i n z ə + ʃ p e t ə,p i n z ə + ʃ p e t ə,1
Pashto-fortyone-1,Pashto,fortyone,yaw-ʦalwext,j a w + ʦ a l w e x t,j a w + ʦ a l w e x t,1
Pashto-fiftyfour-1,Pashto,fiftyfour,ʦəlór-panʣos,ʦ ə l o r + p a n ʣ o s,ʦ ə l o r + p a n ʣ o s,1
Pashto-fortytwo-1,Pashto,fortytwo,dwa-ʦalwext,d w a + ʦ a l w e x t,d w a + ʦ a l w e x t,1
Pashto-seventytwo-1,Pashto,seventytwo,dwa-awyā,d w a + a w j aː,d w a + a w j aː,1
Plains_Cree-eight-1,Plains_Cree,eight,ayēnānēw,a j eː n aː n eː w,a j eː n aː n eː w,1
Plains_Cree-ninetytwo-1,Plains_Cree,ninetytwo,kēkā-mitātahtomitanaw ayiwāk nīso,k eː k aː + m i t aː t a h t + u m i t a n a w + a j i w aː k + n iː s u,k eː k aː + m i t aː t a h t + u m i t a n a w + a j i w aː k + n iː s u,1
Plains_Cree-ninety-2,Plains_Cree,ninety,kēkā-mitātahtomitanaw,k eː k aː + m i t aː t a h t + u m i t a n a w,k eː k aː + m i t aː t a h t + u m i t a n a w,1
Plains_Cree-fiftyfour-1,Plains_Cree,fiftyfour,niyānanomitanaw ayiwāk nēwo,n i j aː n a n + u m i t a n a w + a j i w aː k + n eː w u,n i j aː n a n + u m i t a n a w + a j i w aː k + n eː w u,1
Plains_Cree-seventy-2,Plains_Cree,seventy,tēpakohpomitanaw,t eː p a k u h p + u- m i t a n a w,t eː p a k u h p + u- m i t a n a w,1
Plains_Cree-seventytwo-1,Plains_Cree,seventytwo,tēpakohpomitanaw ayiwāk nīso,t eː p a k u h p + u- m i t a n a w + a j i w aː k + n iː s u,t eː p a k u h p + u- m i t a n a w + a j i w aː k + n iː s u,1
Plains_Cree-twentyone-1,Plains_Cree,twentyone,nīsitanaw ayiwāk pēyak,n iː s i t a n a w + a j i w aː k + p eː j a k,n iː s i t a n a w + a j i w aː k + p eː j a k,1
Plains_Cree-fifty-2,Plains_Cree,fifty,niyānanomitanaw,n i j aː n a n + u m i t a n a w,n i j aː n a n + u m i t a n a w,1
Plains_Cree-twentynine-1,Plains_Cree,twentynine,kēkāc-nistomitanaw,k eː k aː ts + n i s t u + m i t a n a w,k eː k aː ts + n i s t u + m i t a n a w,1
Russian-fortyeight-1,Russian,fortyeight,sorok+vosʲemʲ,s o r o k + v o sʲ e mʲ,s o r o k + v o sʲ e mʲ,1
Russian-fortytwo-1,Russian,fortytwo,sorok+dva,s o r o k + d v a,s o r o k + d v a,1
Russian-seventyseven-1,Russian,seventyseven,sʲemʲdʲesʲatʲ+sʲemʲ,sʲ e mʲ + dʲ e sʲ a tʲ + sʲ e mʲ,sʲ e mʲ + dʲ e sʲ a tʲ + sʲ e mʲ,1
Russian-twentysix-1,Russian,twentysix,dvadtsatʲ+ʃʲestʲ,d v a + d ts a tʲ + ʃʲ e s tʲ,d v a + d ts a tʲ + ʃʲ e s tʲ,1
Russian-eightyseven-1,Russian,eightyseven,vosʲemʲdʲesʲatʲ+sʲemʲ,v o sʲ e mʲ + dʲ e sʲ a tʲ + sʲ e mʲ,v o sʲ e mʲ + dʲ e sʲ a tʲ + sʲ e mʲ,1
Russian-ninetythree-1,Russian,ninetythree,dʲevʲanosto+trʲi,dʲ e vʲ a + n o + s t o + t rʲ i,dʲ e vʲ a + n o + s t o + t rʲ i,1
Russian-eightyeight-1,Russian,eightyeight,vosʲemʲdʲesʲatʲ+vosʲemʲ,v o sʲ e mʲ + dʲ e sʲ a tʲ + v o sʲ e mʲ,v o sʲ e mʲ + dʲ e sʲ a tʲ + v o sʲ e mʲ,1
Russian-twentytwo-1,Russian,twentytwo,dvadtsatʲ+dva,d v a + d ts a tʲ + d v a,d v a + d ts a tʲ + d v a,1
Russian-eightynine-1,Russian,eightynine,vosʲemʲdʲesʲatʲ+dʲevʲatʲ,v o sʲ e mʲ + dʲ e sʲ a tʲ + dʲ e vʲ a tʲ,v o sʲ e mʲ + dʲ e sʲ a tʲ + dʲ e vʲ a tʲ,1
Russian-twentynine-1,Russian,twentynine,dvadtsatʲ+dʲevʲatʲ,d v a + d ts a tʲ + dʲ e vʲ a tʲ,d v a + d ts a tʲ + dʲ e vʲ a tʲ,1
Sanskrit-ninetyfive-1,Sanskrit,ninetyfive,pañcanavati,p a ɲ tʃ a + n a v a + t i,p a ɲ tʃ a + n a v a + t i,1
Sanskrit-twentynine-3,Sanskrit,twentynine,navaviṁśati,n a v a + v ĩ + ʃ a t i,n a v a + v ĩ + ʃ a t i,1
Sanskrit-thirtynine-1,Sanskrit,thirtynine,ekānnacatvāriṁśat,e k aː n + n a + tʃ a t v aː r ĩ + ʃ a t,e k aː n + n a + tʃ a t v aː r ĩ + ʃ a t,1
Sanskrit-nineteen-3,Sanskrit,nineteen,navadaśa,n a v a + d a ʃ a,n a v a + d a ʃ a,1
Sanskrit-sixtyone-1,Sanskrit,sixtyone,ekaṣaṣṭi,e k a + ʂ a ʂ + t i,e k a + ʂ a ʂ + t i,1
Sanskrit-sixtythree-1,Sanskrit,sixtythree,trayahṣaṣṭi,t r a j a h + ʂ a ʂ + t i,t r a j a h + ʂ a ʂ + t i,1
Sanskrit-one-1,Sanskrit,one,eka,e k a,e k a,1
Sanskrit-sixtynine-1,Sanskrit,sixtynine,navaṣaṣṭi,n a v a + ʂ a ʂ + t i,n a v a + ʂ a ʂ + t i,1
Sanskrit-nine-1,Sanskrit,nine,nava,n a v a,n a v a,1
Sanskrit-eightythree-1,Sanskrit,eightythree,tryaśīti,t r a j a + a ʂ iː + t i,t r a j a + a ʂ iː + t i,1
Sanskrit-seventyeight-1,Sanskrit,seventyeight,aṣṭasaptati,a ʂ ʈ a + s a p t a + t i,a ʂ ʈ a + s a p t a + t i,1
Sanskrit-thirtynine-2,Sanskrit,thirtynine,ekonacatvāriṁśat,e k o + n a + tʃ a t v aː r ĩ + ʃ a t,e k o + n a + tʃ a t v aː r ĩ + ʃ a t,1
Sanskrit-fortyeight-1,Sanskrit,fortyeight,aṣṭācatvāriṁśat,a ʂ ʈ aː + tʃ a t v aː r ĩ + ʃ a t i,a ʂ ʈ aː + tʃ a t v aː r ĩ + ʃ a t i,1
Sanskrit-thirtyfive-1,Sanskrit,thirtyfive,pañcatriṁśat,p a ɲ tʃ a + t r ĩ + ʃ a t,p a ɲ tʃ a + t r ĩ + ʃ a t,1
Sanskrit-sixtyfour-1,Sanskrit,sixtyfour,catuhṣaṣṭi,tʃ a t u h + ʂ a ʂ + t i,tʃ a t u h + ʂ a ʂ + t i,1
Sanskrit-twentytwo-1,Sanskrit,twentytwo,dvāviṁśati,d v aː + v ĩ + ʃ a t i,d v aː + v ĩ + ʃ a t i,1
Sanskrit-eightyfour-1,Sanskrit,eightyfour,caturaśīti,tʃ a t u r + a ʂ iː + t i,tʃ a t u r + a ʂ iː + t i,1
Sanskrit-fortytwo-1,Sanskrit,fortytwo,dvācatvāriṁśat,d v aː + tʃ a t v aː r ĩ + ʃ a t i,d v aː + tʃ a t v aː r ĩ + ʃ a t i,1
Sanskrit-nineteen-2,Sanskrit,nineteen,ekonaviṁśati,e k o + n a + v ĩ + ʃ a t i,e k o + n a + v ĩ + ʃ a t i,1
Scottish_Gaelic-ten-1,Scottish_Gaelic,ten,dʲeç,dʲ e ç,dʲ e ç,1
Scottish_Gaelic-fortyfour-2,Scottish_Gaelic,fortyfour,kʲɛrədsəkʲehɪrʲ,kʲ ɛ r ə d + s + ə kʲ e h ɪ rʲ,kʲ ɛ r ə d + s + ə + kʲ e h ɪ rʲ,0
Scottish_Gaelic-ninetythree-2,Scottish_Gaelic,ninetythree,n̪ˠɯːxədsətriː,n̪ˠ ɯː x ə d + s ə + t r iː,n̪ˠ ɯː x ə d + s + ə + t r iː,0
Scottish_Gaelic-fortyone-2,Scottish_Gaelic,fortyone,kʲɛrədsəhɯ̃ːn,kʲ ɛ r ə d + s ə + h ɯ̃ː n,kʲ ɛ r ə d + s + ə + h ɯ̃ː n,0
Scottish_Gaelic-fifty-3,Scottish_Gaelic,fifty,kɯːgəd,k ɯː g ə d,k ɯː g ə d,1
Scottish_Gaelic-seventyone-1,Scottish_Gaelic,seventyone,triːfiçədsəhɯ̃ːndʲiəg,t r iː + f i ç ə d + s ə + h ɯ̃ː n + dʲ i ə g,t r iː + f i ç ə d + s + ə + h ɯ̃ː n + dʲ i ə g,0
Scottish_Gaelic-four-1,Scottish_Gaelic,four,kʲehɪrʲ,kʲ e h ɪ rʲ,kʲ e h ɪ rʲ,1
Scottish_Gaelic-seventyfour-2,Scottish_Gaelic,seventyfour,ʃɛxgədsəkʲehɪrʲ,ʃ ɛ x g ə d + s ə + kʲ e h ɪ rʲ,ʃ ɛ x g ə d + s + ə + kʲ e h ɪ rʲ,0
Scottish_Gaelic-fiftyfive-3,Scottish_Gaelic,fiftyfive,kɯːgədsəkoːgʲ,k ɯː g ə d + s ə + k oː gʲ,k ɯː g ə d + s + ə + k oː gʲ,0
Scottish_Gaelic-fiftyone-2,Scottish_Gaelic,fiftyone,lʲeçədsəhɯ̃ːn,lʲ e + ç ə d + s ə + h ɯ̃ː n,lʲ e + ç ə d + s + ə + h ɯ̃ː n,0
Scottish_Gaelic-ninetysix-2,Scottish_Gaelic,ninetysix,n̪ˠɯːxədsəʃia,n̪ˠ ɯː x ə d + s ə + ʃ i a,n̪ˠ ɯː x ə d + s + ə + ʃ i a,0
Scottish_Gaelic-seventy-2,Scottish_Gaelic,seventy,ʃɛxgəd,ʃ ɛ x g ə d,ʃ ɛ x g ə d,1
Scottish_Gaelic-sixtyfive-2,Scottish_Gaelic,sixtyfive,ʃesgədsəkoːgʲ,ʃ e s g ə d + s ə + k oː gʲ,ʃ e s g ə d + s + ə + k oː gʲ,0
Scottish_Gaelic-twentythree-2,Scottish_Gaelic,twentythree,triːɛrʲiçəd,t r iː + ɛ rʲ + i ç ə d,t r iː + ɛ rʲ + i ç ə d,1
Scottish_Gaelic-thirtyeight-1,Scottish_Gaelic,thirtyeight,triçədsəhɔxg,t r i ç ə d + s ə + h ɔ x g,t r i ç ə d + s + ə + h ɔ x g,0
Sebat_Bet_Gurage-eightynine-1,Sebat_Bet_Gurage,eightynine,sɨmraʒətʼə,s ɨ m r + a + ʒ ə tʼ ə,s ɨ m r + a + ʒ ə tʼ ə,1
Sebat_Bet_Gurage-fiftytwo-1,Sebat_Bet_Gurage,fiftytwo,amsaxʷet,a m s + a + xʷ e t,a m s + a + xʷ e t,1
Sebat_Bet_Gurage-eightyfour-1,Sebat_Bet_Gurage,eightyfour,sɨmraarβət,s ɨ m r + a + a r β ə t,s ɨ m r + a + a r β ə t,1
Sebat_Bet_Gurage-sixtyseven-1,Sebat_Bet_Gurage,sixtyseven,sɨdsasəβat,s ɨ d s + a + s ə β a t,s ɨ d s + a + s ə β a t,1
Sebat_Bet_Gurage-three-1,Sebat_Bet_Gurage,three,sost,s o s t,s o s t,1
Sebat_Bet_Gurage-twenty-1,Sebat_Bet_Gurage,twenty,xʷɨya,xʷ ɨ y + a,xʷ ɨ y + a,1
Sebat_Bet_Gurage-twentysix-1,Sebat_Bet_Gurage,twentysix,xʷɨyasɨddɨst,xʷ ɨ y + a + s ɨ d d ɨ s t,xʷ ɨ y + a + s ɨ d d ɨ s t,1
Sebat_Bet_Gurage-ninety-1,Sebat_Bet_Gurage,ninety,zɨtʼəra,z ɨ tʼ ə r + a,z ɨ tʼ ə r + a,1
Shanghainese-fiftyseven-1,Shanghainese,fiftyseven,ɦŋ̍²³zəʔ¹²tɕ'iɪʔ³⁴,ɦ ŋ̍ ²³ + z ə ʔ ¹² + tɕʰ iɪ ʔ ³⁴,ɦ ŋ̍ ²³ + z ə ʔ ¹² + tɕʰ iɪ ʔ ³⁴,1
Shanghainese-seventyeight-1,Shanghainese,seventyeight,tɕ'iɪʔ³⁴zəʔ¹²pᴀʔ⁵⁵,tɕʰ iɪ ʔ ³⁴ + z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,tɕʰ iɪ ʔ ³⁴ + z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,1
Shanghainese-seventyone-1,Shanghainese,seventyone,tɕ'iɪʔ³⁴zəʔ¹²iɪʔ⁵⁵,tɕʰ iɪ ʔ ³⁴ + z ə ʔ ¹² + iɪ ʔ ⁵⁵,tɕʰ iɪ ʔ ³⁴ + z ə ʔ ¹² + iɪ ʔ ⁵⁵,1
Shanghainese-ninetyfour-1,Shanghainese,ninetyfour,tɕiɤ³⁴zəʔ¹²sɿ³⁴,tɕ iɤ ³⁴ + z ə ʔ ¹² + s ɿ ³⁴,tɕ iɤ ³⁴ + z ə ʔ ¹² + s ɿ ³⁴,1
Shanghainese-seventyfour-1,Shanghainese,seventyfour,tɕ'iɪʔ³⁴zəʔ¹²sɿ³⁴,tɕʰ iɪ ʔ ³⁴ + z ə ʔ ¹² + s ɿ ³⁴,tɕʰ iɪ ʔ ³⁴ + z ə ʔ ¹² + s ɿ ³⁴,1
Shanghainese-six-1,Shanghainese,six,loʔ¹²,l o ʔ ¹²,l o ʔ ¹²,1
Shanghainese-sixtyseven-1,Shanghainese,sixtyseven,loʔ¹²zəʔ¹²tɕ'iɪʔ³⁴,l o ʔ ¹² + z ə ʔ ¹² + tɕʰ iɪ ʔ ³⁴,l o ʔ ¹² + z ə ʔ ¹² + tɕʰ iɪ ʔ ³⁴,1
Shanghainese-sixtyeight-1,Shanghainese,sixtyeight,loʔ¹²zəʔ¹²pᴀʔ⁵⁵,l o ʔ ¹² + z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,l o ʔ ¹² + z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,1
Shanghainese-eightyeight-1,Shanghainese,eightyeight,pᴀʔ⁵⁵zəʔ¹²pᴀʔ⁵⁵,p ᴀ ʔ ⁵⁵ + z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,p ᴀ ʔ ⁵⁵ + z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,1
Shanghainese-thirtythree-1,Shanghainese,thirtythree,sᴇ⁵³zəʔ¹²sᴇ⁵³,s e̞ ⁵³ + z ə ʔ ¹² + s e̞ ⁵³,s e̞ ⁵³ + z ə ʔ ¹² + s e̞ ⁵³,1
Shanghainese-ninetyone-1,Shanghainese,ninetyone,tɕiɤ³⁴zəʔ¹²iɪʔ⁵⁵,tɕ iɤ ³⁴ + z ə ʔ ¹² + iɪ ʔ ⁵⁵,tɕ iɤ ³⁴ + z ə ʔ ¹² + iɪ ʔ ⁵⁵,1
Shanghainese-thirtynine-1,Shanghainese,thirtynine,sᴇ⁵³zəʔ¹²tɕiɤ³⁴,s e̞ ⁵³ + z ə ʔ ¹² + tɕ iɤ ³⁴,s e̞ ⁵³ + z ə ʔ ¹² + tɕ iɤ ³⁴,1
Siraiki-fortyseven-1,Siraiki,fortyseven,satālī,s a + t aː l iː,s a + t aː l iː,1
Siraiki-ninetytwo-1,Siraiki,ninetytwo,ɓiānve,ɓ i + aː n ʋ e,ɓ i + aː n ʋ e,1
Siraiki-fiftyeight-1,Siraiki,fiftyeight,aṭhvanjhā,a ʈʰ + ʋ a n ʤʰ aː,a ʈʰ + ʋ a n ʤʰ aː,1
Siraiki-fourteen-1,Siraiki,fourteen,cauɗhā̃,ʧ a u + ɗ h ãː,ʧ a u + ɗ h ãː,1
Siraiki-sixtythree-1,Siraiki,sixtythree,treṭh,t r e + ʈʰ,t r e + ʈʰ,1
Siraiki-sixtyone-1,Siraiki,sixtyone,ikæṭh,i k + æ ʈʰ,i k + æ ʈʰ,1
Siraiki-seventyseven-1,Siraiki,seventyseven,satattar,s a t + a t t a r,s a t + a t t a r,1
Siraiki-ninetyfive-1,Siraiki,ninetyfive,panjānve,p a n ʤ + aː n ʋ e,p a n ʤ + aː n ʋ e,1
Siraiki-twentyfive-1,Siraiki,twentyfive,panjvī,p a n ʤʰ + ʋ iː,p a n ʤʰ + ʋ iː,1
Siraiki-seventyeight-1,Siraiki,seventyeight,aṭhattar,a ʈʰ + a t t a r,a ʈʰ + a t t a r,1
Siraiki-twentyeight-1,Siraiki,twentyeight,aṭhāvī,a ʈʰ aː + ʋ iː,a ʈʰ aː + ʋ iː,1
Spanish-fifteen-1,Spanish,fifteen,kinθe,k i n θ e,k i n θ e,1
Spanish-fortyfour-1,Spanish,fortyfour,kwaɾentaikwatɾo,k wa ɾ + e n t a + i + k wa t ɾ o,k wa ɾ + e n t a + i + k wa t ɾ o,1
Spanish-sixty-1,Spanish,sixty,sesenta,s e s + e n t a,s e s + e n t a,1
Spanish-fiftyseven-1,Spanish,fiftyseven,θiŋkwentaisjete,θ i ŋ k w + e n t a + i + s je t e,θ i ŋ k w + e n t a + i + s je t e,1
Spanish-sixtyone-1,Spanish,sixtyone,sesentajuno,s e s + e n t a + j + u n o,s e s + e n t a + j + u n + o,0
Spanish-eighteen-1,Spanish,eighteen,djeθiotʃo,d je θ + i + o tʃ o,d je θ + i + o tʃ o,1
Spanish-fiftytwo-1,Spanish,fiftytwo,θiŋkwentaiðos,θ i ŋ k w + e n t a + i + ð o s,θ i ŋ k w + e n t a + i + ð o s,1
Spanish-seventyeight-1,Spanish,seventyeight,setentajotʃo,s e t + e n t a + j + o tʃ o,s e t + e n t a + j + o tʃ o,1
Standard_Arabic-eleven-2,Standard_Arabic,eleven,ʔiħdaː ʕaʃrata,ʔ i ħ d aː + ʕ a ʃ r + a t a,ʔ i ħ d + aː + ʕ a ʃ r + a t + a,0
Standard_Arabic-thirteen-2,Standard_Arabic,thirteen,θalaːθa ʕaʃrata,θ a l aː θ a + ʕ a ʃ r + a t a,θ a l aː θ + a + ʕ a ʃ r + a t + a,0
Standard_Arabic-twentyseven-1,Standard_Arabic,twentyseven,sabʕatun waʕiʃruːn,s a b ʕ + a t + u n + w a + ʕ i ʃ r + uː n,s a b ʕ + a t + u n + w a + ʕ i ʃ r + uː n,1
Standard_Arabic-eightythree-2,Standard_Arabic,eightythree,θalaːθun waθamaːnuːn,θ a l aː θ + u n + w a + θ a m aː n + uː n,θ a l aː θ + u n + w a + θ a m aː n + uː n,1
Standard_Arabic-four-2,Standard_Arabic,four,ʔarbaʕun,ʔ a r b a ʕ + u n,ʔ a r b a ʕ + u n,1
Standard_Arabic-ninetyfive-2,Standard_Arabic,ninetyfive,xamsun watisʕuːn,x a m s + u n + w a + t i s ʕ + uː n,x a m s + u n + w a + t i s ʕ + uː n,1
Standard_Arabic-two-1,Standard_Arabic,two,ʔiθnaːni,ʔ i θ n + aː n i,ʔ i θ n + aː n i,1
Standard_Arabic-three-1,Standard_Arabic,three,θalaːθatun,θ a l aː θ + a t + u n,θ a l aː θ + a t + u n,1
Standard_Arabic-fiftytwo-2,Standard_Arabic,fiftytwo,ʔiθnataːni waxamsuːn,ʔ i θ n + a t + aː n i + w a + x a m s + uː n,ʔ i θ n + a t + aː n i + w a + x a m s + uː n,1
Standard_Arabic-fifty-1,Standard_Arabic,fifty,xamsuːn,x a m s + uː n,x a m s + uː n,1
Standard_Arabic-seventyone-1,Standard_Arabic,seventyone,waːħidun wasabʕuːn,w aː ħ i d + u n + w a + s a b ʕ + uː n,w aː ħ i d + u n + w a + s a b ʕ + uː n,1
Standard_Arabic-ninetythree-1,Standard_Arabic,ninetythree,θalaːθatun watisʕuːn,θ a l aː θ + a t + u n + w a + t i s ʕ + uː n,θ a l aː θ + a t + u n + w a + t i s ʕ + uː n,1
Standard_Arabic-ninetyeight-2,Standard_Arabic,ninetyeight,θamaːnin watisʕuːn,θ a m aː n + i n + w a + t i s ʕ + uː n,θ a m aː n + i n + w a + t i s ʕ + uː n,1
Standard_Arabic-sixtyfour-1,Standard_Arabic,sixtyfour,ʔarbaʕatun wasittuːn,ʔ a r b a ʕ + a t + u n + w a + s i t t + uː n,ʔ a r b a ʕ + a t + u n + w a + s i t t + uː n,1
Standard_Arabic-eightyfive-1,Standard_Arabic,eightyfive,xamsatun waθamaːnuːn,x a m s + a t + u n + w a + θ a m aː n + uː n,x a m s + a t + u n + w a + θ a m aː n + uː n,1
Standard_Arabic-fortyeight-1,Standard_Arabic,fortyeight,θamaːnijatun waʔarbaʕuːn,θ a m aː n i j + a t + u n + w a + ʔ a r b a ʕ + uː n,θ a m aː n i j + a t + u n + w a + ʔ a r b a ʕ + uː n,1
Standard_Arabic-seventytwo-1,Standard_Arabic,seventytwo,ʔiθnaːni wasabʕuːn,ʔ i θ n + aː n i + w a + s a b ʕ + uː n,ʔ i θ n + aː n i + w a + s a b ʕ + uː n,1
Standard_Arabic-thirtythree-2,Standard_Arabic,thirtythree,θalaːθun waθalaːθuːn,θ a l aː θ + u n + w a + θ a l aː θ + uː n,θ a l aː θ + u n + w a + θ a l aː θ + uː n,1
Standard_Arabic-ninetyone-4,Standard_Arabic,ninetyone,ʔaħadaː watisʕuːn,ʔ i ħ d + aː + w a + t i s ʕ + uː n,ʔ i ħ d + aː + w a + t i s ʕ + uː n,1
Standard_Arabic-twentyeight-2,Standard_Arabic,twentyeight,θamaːnin waʕiʃruːn,θ a m aː n + i n + w a + ʕ i ʃ r + uː n,θ a m aː n + i n + w a + ʕ i ʃ r + uː n,1
Telugu-fourteen-1,Telugu,fourteen,pʌdnaːlugu,p ʌ d + n aː l u g u,p ʌ d + n aː l u g u,1
Telugu-thirtyfour-1,Telugu,thirtyfour,mupːaɪ̯ naːlugu,m u + pː aɪ̯ + n aː l u g u,m u + pː aɪ̯ + n aː l u g u,1
Tigre-seventynine-1,Tigre,seventynine,sabʕin wa-sɨʕ,s a b ʕ + i n + w a + s ɨ ʕ,s a b ʕ + i n + w a + s ɨ ʕ,1
Tigre-fortytwo-1,Tigre,fortytwo,ʔarbɨʕin wa-kɨlʔot,ʔ a r b ɨ ʕ + i n + w a + k ɨ l ʔ o t,ʔ a r b ɨ ʕ + i n + w a + k ɨ l ʔ + o t,0
Tigre-fourteen-1,Tigre,fourteen,ʕasɨr wa-ʔarbaʕ,ʕ a s ɨ r + w a + ʔ a r b a ʕ,ʕ a s ɨ r + w a + ʔ a r b a ʕ,1
Tigre-fortytwo-2,Tigre,fortytwo,ʔarbɨʕin wa-kɨlʔe,ʔ a r b ɨ ʕ + i n + w a + k ɨ l ʔ e,ʔ a r b ɨ ʕ + i n + w a + k ɨ l ʔ e,1
Tigre-thirtythree-1,Tigre,thirtythree,talatin wa-salas,t a l a t + i n + w a + s a l a s,t a l a t + i n + w a + s a l a s,1
Tigre-seventyone-1,Tigre,seventyone,sabʕin wa-ʔoro,s a b ʕ + i n + w a + ʔ o r o,s a b ʕ + i n + w a + ʔ o r o,1
Tigre-ninetysix-1,Tigre,ninetysix,tɨsʕin wa-sɨs,t ɨ s ʕ + i n + w a + s ɨ s,t ɨ s ʕ + i n + w a + s ɨ s,1
Tigre-twentyone-1,Tigre,twentyone,ʕɨʃrin wa-ʔoro,ʕ ɨ ʃ r + i n + w a + ʔ o r o,ʕ ɨ ʃ r + i n + w a + ʔ o r o,1
Tigre-twelve-2,Tigre,twelve,ʕasɨr wa-kɨlʔe,ʕ a s ɨ r + w a + k ɨ l ʔ e,ʕ a s ɨ r + w a + k ɨ l ʔ e,1
Tigre-ninetythree-1,Tigre,ninetythree,tɨsʕin wa-salas,t ɨ s ʕ + i n + w a + s a l a s,t ɨ s ʕ + i n + w a + s a l a s,1
Tigre-ninetynine-1,Tigre,ninetynine,tɨsʕin wa-sɨʕ,t ɨ s ʕ + i n + w a + s ɨ ʕ,t ɨ s ʕ + i n + w a + s ɨ ʕ,1
Tigre-ninetyseven-1,Tigre,ninetyseven,tɨsʕin wa-sabɨʕ,t ɨ s ʕ + i n + w a + s a b ɨ ʕ,t ɨ s ʕ + i n + w a + s a b ɨ ʕ,1
Tigre-thirtytwo-2,Tigre,thirtytwo,talatin wa-kɨlʔe,t a l a t + i n + w a + k ɨ l ʔ e,t a l a t + i n + w a + k ɨ l ʔ e,1
Tigre-five-1,Tigre,five,ħamɨs,ħ a m ɨ s,ħ a m ɨ s,1
Tigre-fortyfour-1,Tigre,fortyfour,ʔarbɨʕin wa-ʔarbaʕ,ʔ a r b ɨ ʕ + i n + w a + ʔ a r b a ʕ,ʔ a r b ɨ ʕ + i n + w a + ʔ a r b a ʕ,1
Tommo_So-fiftyone-1,Tommo_So,fiftyone,pɛ́-ǹnɔ́ túru-go sígɛ́,p ɛ́ + ǹ n ɔ́ + t ú r u + g o + s í g ɛ́,p ɛ́ + ǹ n ɔ́ + t ú r u + g o + s í g ɛ́,1
Tommo_So-eleven-1,Tommo_So,eleven,pɛ́lu-go túru-go sígɛ́,p ɛ́ l u + g o + t ú r u + g o + s í g ɛ́,p ɛ́ l u + g o + t ú r u + g o + s í g ɛ́,1
Tommo_So-fiftynine-1,Tommo_So,fiftynine,pɛ́-ǹnɔ́ túwwɔ́(-go) sígɛ́,p ɛ́ + ǹ n ɔ́ + t ú w w ɔ́ + g o + s í g ɛ́,p ɛ́ + ǹ n ɔ́ + t ú w w ɔ́ + g o + s í g ɛ́,1
Tommo_So-thirtyfour-1,Tommo_So,thirtyfour,pɛ̀-tààndù nǎy(-go) sígɛ́,p ɛ̀ + t à à n d ù + n ǎ j + g o + s í g ɛ́,p ɛ̀ + t à à n d ù + n ǎ j + g o + s í g ɛ́,1
Tommo_So-sixtyfive-1,Tommo_So,sixtyfive,pɛ̀lù kúlóy ǹnɔ́(-go) sígɛ́,p ɛ̀ l ù + k ú l ó j + ǹ n ɔ́ + g o + s í g ɛ́,p ɛ̀ l ù + k ú l ó j + ǹ n ɔ́ + g o + s í g ɛ́,1
Tommo_So-sixty-1,Tommo_So,sixty,pɛ̀lù kúlóy,p ɛ̀ l ù + k ú l ó j,p ɛ̀ l ù + k ú l ó j,1
Tommo_So-fortysix-1,Tommo_So,fortysix,pɛ́-nǎy kúlóy(-go) sígɛ́,p ɛ́ + n ǎ j + k ú l ó j + g o + s í g ɛ́,p ɛ́ + n ǎ j + k ú l ó j + g o + s í g ɛ́,1
Tommo_So-ninety-1,Tommo_So,ninety,pɛ̀-túwwɔ́,p ɛ̀ + t ú w w ɔ́,p ɛ̀ + t ú w w ɔ́,1
